"symbol","uniprot","ensembl","entrez","name"
"UQCRC1","P31930","ENSG00000010256",7384,NA
"ALDH1B1","P30837","ENSG00000137124",219,NA
"ANXA1","P04083","ENSG00000135046",301,NA
"VTN","P04004","ENSG00000109072",7448,NA
"ERAP1","Q9NZ08","ENSG00000164307",51752,NA
"BLMH","Q13867","ENSG00000108578",642,NA
"NPEPPS","P55786","ENSG00000141279",9520,NA
"XPNPEP3","Q9NQH7","ENSG00000196236",63929,NA
"IGF2BP3","O00425","ENSG00000136231",10643,NA
"HSPB1","P04792","ENSG00000106211",3315,NA
"GPI","P06744","ENSG00000105220",2821,NA
"RNH1","P13489","ENSG00000276230",6050,NA
"TNKS1BP1","Q9C0C2","ENSG00000149115",85456,NA
"TAX1BP1","Q86VP1","ENSG00000106052",8887,NA
"BAG3","O95817","ENSG00000151929",9531,NA
"ANXA5","P08758","ENSG00000164111",308,NA
"GLO1","Q04760","ENSG00000124767",2739,NA
"YWHAZ","P63104","ENSG00000164924",7534,NA
"PDIA3","P30101","ENSG00000167004",2923,NA
"TF","P02787","ENSG00000091513",7018,NA
"EPCAM","P16422","ENSG00000119888",4072,NA
"NHERF2","Q15599","ENSG00000065054",9351,NA
"MSN","P26038","ENSG00000147065",4478,NA
"MRPL41","Q8IXM3","ENSG00000182154",64975,NA
"PPP2R2B","Q00005","ENSG00000156475",5521,NA
"CCAR2","Q8N163","ENSG00000158941",57805,NA
"GSDMA","Q96QA5","ENSG00000167914",284110,NA
"MRPS30","Q9NP92","ENSG00000112996",10884,NA
"BAG2","O95816","ENSG00000112208",9532,NA
"TGM2","P21980","ENSG00000198959",7052,NA
"ALOX12B","O75342","ENSG00000179477",242,NA
"ARPC4","P59998","ENSG00000241553",10093,NA
"ARPC1B","O15143","ENSG00000130429",10095,NA
"ARPC2","O15144","ENSG00000163466",10109,NA
"CTSD","P07339","ENSG00000117984",1509,NA
"MYH6","P13533","ENSG00000197616",4624,NA
"MYH7","P12883","ENSG00000092054",4625,NA
"MYH11","P35749","ENSG00000276480",4629,NA
"MYO1C","O00159","ENSG00000197879",4641,NA
"MYO1A","Q9UBC5","ENSG00000166866",4640,NA
"MYH3","P11055","ENSG00000109063",4621,NA
"MYH8","P13535","ENSG00000133020",4626,NA
"MYH13","Q9UKX3","ENSG00000006788",8735,NA
"MYH2","Q9UKX2","ENSG00000125414",4620,NA
"MYH4","Q9Y623","ENSG00000264424",4622,NA
"MYH1","P12882","ENSG00000109061",4619,NA
"MYO1B","O43795","ENSG00000128641",4430,NA
"MYO1G","B0I1T2","ENSG00000136286",64005,NA
"MYO1D","O94832","ENSG00000176658",4642,NA
"ACTR3B","Q9P1U1","ENSG00000133627",57180,NA
NA,"A7E2Y1",NA,NA,NA
"HSPE1","P61604","ENSG00000115541",3336,NA
"AARS1","P49588","ENSG00000090861",16,NA
"AARS2","Q5JTZ9","ENSG00000124608",57505,NA
"DARS1","P14868","ENSG00000115866",1615,NA
"HSPA9","P38646","ENSG00000113013",3313,NA
"RARS1","P54136","ENSG00000113643",5917,NA
"ACTR3","P61158","ENSG00000115091",10096,NA
"ATP2B1","P20020","ENSG00000070961",490,NA
"ATP2B4","P23634","ENSG00000058668",493,NA
"ATP2A3","Q93084","ENSG00000074370",489,NA
"ATP2A1","O14983","ENSG00000196296",487,NA
"ATP2A2","P16615","ENSG00000174437",488,NA
"ACLY","P53396","ENSG00000131473",47,NA
"ATP5F1B","P06576","ENSG00000110955",506,NA
"ATP5F1A","P25705","ENSG00000152234",498,NA
"RUVBL2","Q9Y230","ENSG00000183207",10856,NA
"XRCC5","P13010","ENSG00000079246",7520,NA
"UPF1","Q92900","ENSG00000005007",5976,NA
"ABCB7","O75027","ENSG00000131269",22,NA
"CFTR","P13569","ENSG00000001626",1080,NA
"ABCC11","Q96J66","ENSG00000121270",85320,NA
"HSPA8","P11142","ENSG00000109971",3312,NA
"DYNC1H1","Q14204","ENSG00000197102",1778,NA
"PSMC2","P35998","ENSG00000161057",5701,NA
"PSMC4","P43686","ENSG00000281221",5704,NA
"VCP","P55072","ENSG00000165280",7415,NA
"HSPA5","P11021","ENSG00000044574",3309,NA
"MDN1","Q9NU22","ENSG00000112159",23195,NA
"MYH14","Q7Z406","ENSG00000105357",79784,NA
"TPR","P12270","ENSG00000047410",7175,NA
"GARS1","P41250","ENSG00000106105",2617,NA
"UBA1","P22314","ENSG00000130985",7317,NA
"AFG2A","Q8NB90","ENSG00000145375",166378,NA
"SMC4","Q9NTJ3","ENSG00000113810",10051,NA
"PDXK","O00764","ENSG00000160209",8566,NA
"HSPA4","P34932","ENSG00000170606",3308,NA
"RUVBL1","Q9Y265","ENSG00000175792",8607,NA
"DYNC1LI2","O43237","ENSG00000135720",1783,NA
"TOR4A","Q9NXH8","ENSG00000198113",54863,NA
"CKMT1B","P12532","ENSG00000237289",548596,NA
"CTPS1","P17812","ENSG00000171793",1503,NA
"NME1","P15531","ENSG00000239672",4830,NA
"HSPH1","Q92598","ENSG00000120694",10808,NA
"GALK1","P51570","ENSG00000108479",2584,NA
"PSMC5","P62195","ENSG00000087191",5705,NA
"HSPA4L","O95757","ENSG00000164070",22824,NA
"MTHFD1","P11586","ENSG00000100714",4522,NA
"PGK1","P00558","ENSG00000102144",5230,NA
"PKM","P14618","ENSG00000067225",5315,NA
"IARS1","P41252","ENSG00000196305",3376,NA
"MAT2A","P31153","ENSG00000168906",4144,NA
"MARS1","P56192","ENSG00000166986",4141,NA
"MCM4","P33991","ENSG00000104738",4173,NA
"PRKDC","P78527","ENSG00000253729",5591,NA
"RFC5","P40937","ENSG00000111445",5985,NA
"RFC2","P35250","ENSG00000049541",5982,NA
"TP53","P04637","ENSG00000141510",7157,NA
"PSMC3","P17980","ENSG00000165916",5702,NA
"MCM2","P49736","ENSG00000073111",4171,NA
"MCM7","P33993","ENSG00000166508",4176,NA
"MCM6","Q14566","ENSG00000076003",4175,NA
"HYOU1","Q9Y4L1","ENSG00000280682",10525,NA
"ACSL4","O60488","ENSG00000068366",2182,NA
"ACSL3","O95573","ENSG00000123983",2181,NA
"HSP90B1","P14625","ENSG00000166598",7184,NA
"ACTR1A","P61163","ENSG00000138107",10121,NA
"EGFR","P00533","ENSG00000146648",1956,NA
"MTOR","P42345","ENSG00000198793",2475,NA
"EHD1","Q9H4M9","ENSG00000110047",10938,NA
"RAB18","Q9NP72","ENSG00000099246",22931,NA
"SUCLG2","Q96I99","ENSG00000172340",8801,NA
"DNAJA1","P31689","ENSG00000086061",3301,NA
"DNAJA2","O60884","ENSG00000069345",10294,NA
"ABCB10","Q9NRK6","ENSG00000135776",23456,NA
"TTBK2","Q6IQ55","ENSG00000128881",146057,NA
"YME1L1","Q96TA2","ENSG00000136758",10730,NA
"SUCLA2","Q9P2R7","ENSG00000136143",8803,NA
"TAP2","Q03519","ENSG00000206235",6891,NA
"TARS2","Q9BW92","ENSG00000143374",80222,NA
"AGK","Q53H12","ENSG00000262327",55750,NA
"ATAD3A","Q9NVI7","ENSG00000197785",55210,NA
"NTPCR","Q9BSD7","ENSG00000135778",84284,NA
"GRP94c","Q58FF2",NA,NA,NA
"MOV10","Q9HCE1","ENSG00000155363",4343,NA
"EPRS1","P07814","ENSG00000136628",2058,NA
"ALDOA","P04075","ENSG00000149925",226,NA
"SLC25A13","Q9UJS0","ENSG00000004864",10165,NA
"ATP5PO","P48047","ENSG00000241837",539,NA
"ATP5PD","O75947","ENSG00000167863",10476,NA
"ATP5MG","O75964","ENSG00000167283",10632,NA
"NDUFS1","P28331","ENSG00000283447",4719,NA
"SAE1","Q9UBE0","ENSG00000142230",10055,NA
"AHSA1","O95433","ENSG00000100591",10598,NA
"DNAJB6","O75190","ENSG00000105993",10049,NA
"UBXN1","Q04323","ENSG00000162191",51035,NA
"PARK7","Q99497","ENSG00000116288",11315,NA
"ITGA2","P17301","ENSG00000164171",3673,NA
"MYL9","P24844","ENSG00000101335",10398,NA
"CLTC","Q00610","ENSG00000141367",1213,NA
"ADAM17","P78536","ENSG00000151694",6868,NA
"LAMB3","Q13751","ENSG00000196878",3914,NA
"TTI1","O43156","ENSG00000101407",9675,NA
"TTC27","Q6P3X3","ENSG00000018699",55622,NA
"ZYG11B","Q9C0D3","ENSG00000162378",79699,NA
"UNC45A","Q9H3U1","ENSG00000140553",55898,NA
"SLC25A31","Q9H0C2","ENSG00000151475",83447,NA
"IPO4","Q8TEX9","ENSG00000285248",79711,NA
"TM9SF3","Q9HD45","ENSG00000077147",56889,NA
"RGPD4","Q7Z3J3","ENSG00000196862",285190,NA
"NMRAL1","Q9HBL8","ENSG00000274684",57407,NA
"GMPPA","Q96IJ6","ENSG00000144591",29926,NA
"PGAM1","P18669","ENSG00000171314",5223,NA
"PGAM2","P15259","ENSG00000164708",5224,NA
"PGAM4","Q8N0Y7","ENSG00000226784",441531,NA
"A2M","P01023","ENSG00000175899",2,NA
"C1QBP","Q07021","ENSG00000108561",708,NA
"ITGA3","P26006","ENSG00000005884",3675,NA
"SERPINC1","P01008","ENSG00000117601",462,NA
"SLC16A1","P53985","ENSG00000281917",6566,NA
"CLIC1","O00299","ENSG00000226651",1192,NA
"RBBP4","Q09028","ENSG00000162521",5928,NA
"CALML3","P27482","ENSG00000178363",810,NA
"ANXA3","P12429","ENSG00000138772",306,NA
"S100A8","P05109","ENSG00000143546",6279,NA
"DSC1","Q08554","ENSG00000134765",1823,NA
"CALU","O43852","ENSG00000128595",813,NA
"RCN2","Q14257","ENSG00000117906",5955,NA
"RCN1","Q15293","ENSG00000049449",5954,NA
"CANX","P27824","ENSG00000283777",821,NA
"SLC25A24","Q6NUK1","ENSG00000284468",29957,NA
"HRNR","Q86YZ3","ENSG00000197915",388697,NA
"PRKCSH","P14314","ENSG00000130175",5589,NA
"FLG2","Q5D862","ENSG00000143520",388698,NA
"CAST","P20810","ENSG00000153113",831,NA
"PDXDC1","Q6P996","ENSG00000275498",23042,NA
"NCEH1","Q6PIU2","ENSG00000144959",57552,NA
"PABPC1","P11940","ENSG00000070756",26986,NA
"SFXN1","Q9H9B4","ENSG00000164466",94081,NA
"FAF2","Q96CS3","ENSG00000113194",23197,NA
"LGALS3BP","Q08380","ENSG00000108679",3959,NA
"SPECC1L","Q69YQ0","ENSG00000100014",23384,NA
"ERH","P84090","ENSG00000100632",2079,NA
"VAPA","Q9P0L0","ENSG00000101558",9218,NA
"FHL1","Q13642","ENSG00000022267",2273,NA
"CLPTM1","O96005","ENSG00000104853",1209,NA
"NCAPH","Q15003","ENSG00000121152",23397,NA
"NCAPG","Q9BPX3","ENSG00000109805",64151,NA
"NCAPD2","Q15021","ENSG00000010292",9918,NA
"PPP2R2D","Q66LE6","ENSG00000175470",55844,NA
"STRAP","B4DNJ6",NA,NA,NA
"ITGB4","P16144","ENSG00000132470",3691,NA
"FTH1","P02794","ENSG00000167996",2495,NA
"PRDX1","Q06830","ENSG00000117450",5052,NA
"P4HB","P07237","ENSG00000185624",5034,NA
"PDIA6","Q15084","ENSG00000143870",10130,NA
"PDIA4","P13667","ENSG00000155660",9601,NA
"PGRMC1","O00264","ENSG00000101856",10857,NA
"LMNA","P02545","ENSG00000160789",4000,NA
"DSP","P15924","ENSG00000096696",1832,NA
"VIM","P08670","ENSG00000026025",7431,NA
"LMNB1","P20700","ENSG00000113368",4001,NA
"HPX","P02790","ENSG00000110169",3263,NA
"EXOC7","Q9UPT5","ENSG00000182473",23265,NA
"DNAJB1","P25685","ENSG00000132002",3337,NA
"ALG1","Q9BT22","ENSG00000033011",56052,NA
"PPP2CB","P62714","ENSG00000104695",5516,NA
"ARCN1","P48444","ENSG00000095139",372,NA
"SERPINH1","P50454","ENSG00000149257",871,NA
"COPB2","P35606","ENSG00000184432",9276,NA
"COPE","O14579","ENSG00000105669",11316,NA
"COPG1","Q9Y678","ENSG00000181789",22820,NA
"COPB1","P53618","ENSG00000129083",1315,NA
"COPA","P53621","ENSG00000122218",1314,NA
"COPG2","Q9UBF2","ENSG00000158623",26958,NA
"SEC23A","Q15436","ENSG00000100934",10484,NA
"SEC23B","Q15437","ENSG00000101310",10483,NA
"CSTA","P01040","ENSG00000121552",1475,NA
"SPRR1B","P22528","ENSG00000169469",6699,NA
"SSR1","P43307","ENSG00000124783",6745,NA
"KLHL22","Q53GT1","ENSG00000099910",84861,NA
"ITCH","Q96J02","ENSG00000078747",83737,NA
"GRN","P28799","ENSG00000030582",2896,NA
"KPRP","Q5T749","ENSG00000203786",448834,NA
"TRIM5","Q9C035","ENSG00000132256",85363,NA
"EPPK1","P58107","ENSG00000261150",83481,NA
"YWHAH","Q04917","ENSG00000128245",7533,NA
"TES","Q9UGI8","ENSG00000135269",26136,NA
"PYGB","P11216","ENSG00000100994",5834,NA
"IPO9","Q96P70","ENSG00000198700",55705,NA
"PABPC3","Q9H361","ENSG00000151846",5042,NA
"MVP","Q14764","ENSG00000013364",9961,NA
"ADRM1","Q16186","ENSG00000130706",11047,NA
"XPO4","Q9C0E2","ENSG00000132953",64328,NA
"TNPO3","Q9Y5L0","ENSG00000064419",23534,NA
"PPP6R3","Q5H9R7","ENSG00000110075",55291,NA
"LMO7","Q8WWI1","ENSG00000136153",4008,NA
"CAPN2","P17655","ENSG00000162909",824,NA
"TRIM29","Q14134","ENSG00000137699",23650,NA
"PRDX6","P30041","ENSG00000117592",9588,NA
"STOML2","Q9UJZ1","ENSG00000165283",30968,NA
"PPA1","Q15181","ENSG00000180817",5464,NA
"SNX27","Q96L92","ENSG00000143376",81609,NA
"EEF1B2","P24534","ENSG00000283391",1933,NA
"EIF2B4","Q9UI10","ENSG00000115211",8890,NA
"EIF3A","Q14152","ENSG00000107581",8661,NA
"EIF3K","Q9UBQ5","ENSG00000282986",27335,NA
"EIF3I","Q13347","ENSG00000084623",8668,NA
"GGCT","O75223","ENSG00000006625",79017,NA
"ELOC","Q15369","ENSG00000154582",6921,NA
"PPP2R2A","P63151","ENSG00000221914",5520,NA
"ELOB","Q15370","ENSG00000103363",6923,NA
"RPL37A","P61513","ENSG00000197756",6168,NA
"RPL36","Q9Y3U8","ENSG00000130255",25873,NA
"RPS13","P62277","ENSG00000110700",6207,NA
"SAMHD1","Q9Y3Z3","ENSG00000101347",25939,NA
"RRM2","P31350","ENSG00000171848",6241,NA
"DLST","P36957","ENSG00000119689",1743,NA
"UBTF","P17480","ENSG00000108312",7343,NA
"HUWE1","Q7Z6Z7","ENSG00000086758",10075,NA
"STRBP","Q96SI9","ENSG00000165209",55342,NA
"AIFM1","O95831","ENSG00000156709",9131,NA
"POLR2E","P19388","ENSG00000099817",5434,NA
"ENO1","P06733","ENSG00000074800",2023,NA
"IMPDH2","P12268","ENSG00000178035",3615,NA
"CALR","P27797","ENSG00000179218",811,NA
"H1-10","Q92522","ENSG00000184897",8971,NA
"SRRM1","Q8IYB3","ENSG00000133226",10250,NA
"TRIM21","P19474","ENSG00000132109",6737,NA
"PCBP3","P57721","ENSG00000183570",54039,NA
"KHSRP","Q92945","ENSG00000088247",8570,NA
"SMARCC2","Q8TAQ2","ENSG00000139613",6601,NA
"PSMD4","P55036","ENSG00000159352",5710,NA
"PSMA6","P60900","ENSG00000100902",5687,NA
"PSMA1","P25786","ENSG00000129084",5682,NA
"PSMD3","O43242","ENSG00000108344",5709,NA
"PSMD1","Q99460","ENSG00000173692",5707,NA
"PSMB1","P20618","ENSG00000008018",5689,NA
"PSMD14","O00487","ENSG00000115233",10213,NA
"PSMA7","O14818","ENSG00000101182",5688,NA
"PSMA3","P25788","ENSG00000100567",5684,NA
"PSMA4","P25789","ENSG00000041357",5685,NA
"PSMB8","P28062","ENSG00000236443",5696,NA
"PSMB2","P49721","ENSG00000126067",5690,NA
"PSMB3","P49720","ENSG00000275903",5691,NA
"PSMB4","P28070","ENSG00000159377",5692,NA
"PSMD11","O00231","ENSG00000108671",5717,NA
"PSMA2","P25787","ENSG00000106588",5683,NA
"PSMA5","P28066","ENSG00000143106",5686,NA
"PSMD12","O00232","ENSG00000197170",5718,NA
"PSMD7","P51665","ENSG00000103035",5713,NA
"PSMA8","Q8TAA3","ENSG00000154611",143471,NA
"SFN","P31947","ENSG00000175793",2810,NA
"EXOSC6","Q5RKV6","ENSG00000223496",118460,NA
"KPNB1","Q14974","ENSG00000108424",3837,NA
"KPNA2","P52292","ENSG00000182481",3838,NA
"TRIM28","Q13263","ENSG00000130726",10155,NA
"PURB","Q96QR8","ENSG00000146676",5814,NA
"PHB1","P35232","ENSG00000167085",5245,NA
"SSBP1","Q04837","ENSG00000262771",6742,NA
"KRT7","P08729","ENSG00000135480",3855,NA
"ECI2","O75521","ENSG00000198721",10455,NA
"RPN1","P04843","ENSG00000163902",6184,NA
"STAU1","O95793","ENSG00000124214",6780,NA
"SDHA","P31040","ENSG00000073578",6389,NA
"UBR3","Q6ZT12","ENSG00000144357",130507,NA
"HSD17B12","Q53GQ0","ENSG00000149084",51144,NA
"AUP1","Q9Y679","ENSG00000115307",550,NA
"DNAJB12","Q9NXW2","ENSG00000148719",54788,NA
"TM9SF2","Q99805","ENSG00000125304",9375,NA
"KPLCE","Q5T750","ENSG00000198854",100129271,NA
"ZW10","O43264","ENSG00000086827",9183,NA
"SAR1A","Q9NR31","ENSG00000079332",56681,NA
"ERLIN1","O75477","ENSG00000107566",10613,NA
"AMFR","Q9UKV5","ENSG00000159461",267,NA
"DERL2","Q9GZP9","ENSG00000072849",51009,NA
"DNAJB2","P25686","ENSG00000135924",3300,NA
"DERL1","Q9BUN8","ENSG00000136986",79139,NA
"HDAC2","Q92769","ENSG00000196591",3066,NA
"EXOC4","Q96A65","ENSG00000131558",60412,NA
"QPCT","Q16769","ENSG00000115828",25797,NA
"PZP","P20742","ENSG00000126838",5858,NA
"CAPZA2","P47755","ENSG00000198898",830,NA
"CAPZB","P47756","ENSG00000077549",832,NA
"CAPZA1","P52907","ENSG00000116489",829,NA
"TECR","Q9NZ01","ENSG00000099797",9524,NA
"ACTN2","P35609","ENSG00000077522",88,NA
"FKBP8","Q14318","ENSG00000105701",23770,NA
"TNS3","Q68CZ2","ENSG00000136205",64759,NA
"GPRC5A","Q8NFJ5","ENSG00000013588",9052,NA
"LANCL1","O43813","ENSG00000115365",10314,NA
"AKAP12","Q02952","ENSG00000131016",9590,NA
"C3","P01024","ENSG00000125730",718,NA
NA,"P62158",NA,NA,NA
"MC1R","Q01726","ENSG00000258839",4157,NA
"SKP1","P63208","ENSG00000113558",6500,NA
"YWHAE","P62258","ENSG00000274474",7531,NA
"YWHAG","P61981","ENSG00000170027",7532,NA
"TUBG2","Q9NRH3","ENSG00000037042",27175,NA
"RAB5A","P20339","ENSG00000144566",5868,NA
"TGM3","Q08188","ENSG00000125780",7053,NA
"RAB14","P61106","ENSG00000119396",51552,NA
"RANBP1","P43487","ENSG00000099901",5902,NA
"SLC25A10","Q9UBX3","ENSG00000183048",1468,NA
"SLC25A11","Q02978","ENSG00000108528",8402,NA
"GCDH","Q92947","ENSG00000105607",2639,NA
"PTGES","O14684","ENSG00000148344",9536,NA
"DYM","Q7RTS9","ENSG00000141627",54808,NA
"SACM1L","Q9NTJ5","ENSG00000211456",22908,NA
"AIMP1","Q12904","ENSG00000164022",9255,NA
"VAPB","O95292","ENSG00000124164",9217,NA
"LRBA","P50851","ENSG00000198589",987,NA
"GANAB","Q14697","ENSG00000089597",23193,NA
"RDX","P35241","ENSG00000137710",5962,NA
"IPO7","O95373","ENSG00000205339",10527,NA
"PJA2","O43164","ENSG00000198961",9867,NA
"AP1B1","Q10567","ENSG00000100280",162,NA
"LMAN2","Q12907","ENSG00000169223",10960,NA
"SEC16A","O15027","ENSG00000148396",9919,NA
"SURF4","O15260","ENSG00000280951",6836,NA
"CAV1","Q03135","ENSG00000105974",857,NA
"RAB5B","P61020","ENSG00000111540",5869,NA
"MX1","C9JN19",NA,NA,NA
"RAC2","P15153","ENSG00000128340",5880,NA
"TUBA8","Q9NY65","ENSG00000183785",51807,NA
"MX2","P20592","ENSG00000183486",4600,NA
"EEF2","P13639","ENSG00000167658",1938,NA
"RAB5C","P51148","ENSG00000108774",5878,NA
"ARF4","P18085","ENSG00000168374",378,NA
"ARL1","P40616","ENSG00000120805",400,NA
"RAB3B","P20337","ENSG00000169213",5865,NA
"CDH1","P12830","ENSG00000039068",999,NA
"GDI1","P31150","ENSG00000203879",2664,NA
"YTHDF2","Q9Y5A9","ENSG00000198492",51441,NA
"ITIH2","P19823","ENSG00000151655",3698,NA
"IL1R2","P27930","ENSG00000115590",7850,NA
"DAP3","P51398","ENSG00000132676",7818,NA
"TMEM40","Q8WWA1","ENSG00000088726",55287,NA
"ESYT1","Q9BSJ8","ENSG00000139641",23344,NA
"TMEM165","Q9HC07","ENSG00000134851",55858,NA
"TMEM33","P57088","ENSG00000109133",55161,NA
"SORCS1","Q8WY21","ENSG00000108018",114815,NA
"SCAMP2","O15127","ENSG00000140497",10066,NA
"ESYT2","A0FGR8","ENSG00000117868",57488,NA
"SPTLC2","O15270","ENSG00000100596",9517,NA
"IMMT","Q16891","ENSG00000132305",10989,NA
"KRT23","Q9C075","ENSG00000263309",25984,NA
"KRT33A","O76009","ENSG00000261986",3883,NA
NA,"B4E0M7",NA,NA,NA
"TRAFD1","O14545","ENSG00000135148",10906,NA
"ISG15","P05161","ENSG00000187608",9636,NA
"KDELR1","P24390","ENSG00000105438",10945,NA
"KDELR2","P33947","ENSG00000136240",11014,NA
"KRT72","Q14CN4","ENSG00000170486",140807,NA
"KRT80","Q6KB66","ENSG00000167767",144501,NA
"SLC25A12","O75746","ENSG00000115840",8604,NA
"LDHAL6A","Q6ZMR3","ENSG00000166800",160287,NA
"LDHA","P00338","ENSG00000288299",3939,NA
"LDHB","P07195","ENSG00000111716",3945,NA
"MDH2","P40926","ENSG00000146701",4191,NA
"MRI1","Q9BV20","ENSG00000037757",84245,NA
"PHGDH","O43175","ENSG00000092621",26227,NA
"LRRFIP2","Q9Y608","ENSG00000093167",9209,NA
"EBNA1BP2","Q99848","ENSG00000117395",10969,NA
"B2M","P61769","ENSG00000273686",567,NA
"HLA-E","P13747","ENSG00000236632",3133,NA
"MAP1B","P46821","ENSG00000131711",4131,NA
"MRPL11","Q9Y3B7","ENSG00000174547",65003,NA
"MMS19","Q96T76","ENSG00000155229",64210,NA
"PCF11","O94913","ENSG00000165494",51585,NA
"TAGLN2","P37802","ENSG00000158710",8407,NA
"IDH3A","P50213","ENSG00000166411",3419,NA
"CTBP2","P56545","ENSG00000175029",1488,NA
"UGDH","O60701","ENSG00000109814",7358,NA
"NDUFA9","Q16795","ENSG00000139180",4704,NA
"CAT","P04040","ENSG00000121691",847,NA
"PLD3","Q8IV08","ENSG00000105223",23646,NA
"AHNAK","Q09666","ENSG00000124942",79026,NA
"LMNB2","Q03252","ENSG00000176619",84823,NA
"TNRC6B","Q9UPQ9","ENSG00000100354",23112,NA
"MEN1","E7EN32",NA,NA,NA
"UBE3C","Q15386","ENSG00000009335",9690,NA
"SEC61A1","P61619","ENSG00000058262",29927,NA
"TAF10","Q12962","ENSG00000166337",6881,NA
"NHERF1","O14745","ENSG00000109062",9368,NA
"EIF3E","P60228","ENSG00000104408",3646,NA
"PPP2R1B","P30154","ENSG00000137713",5519,NA
"SKIC8","Q9GZS3","ENSG00000140395",80349,NA
"PRRC2C","Q9Y520","ENSG00000117523",23215,NA
"CDC37","Q16543","ENSG00000105401",11140,NA
"GDI2","P50395","ENSG00000057608",2665,NA
"TBC1D9B","Q66K14","ENSG00000284400",23061,NA
"TBC1D15","Q8TC07","ENSG00000121749",64786,NA
"DBNL","Q9UJU6","ENSG00000136279",28988,NA
"RANBP2","P49792","ENSG00000153201",5903,NA
"IPO8","O15397","ENSG00000133704",10526,NA
"YWHAB","P31946","ENSG00000166913",7529,NA
"DAAM1","Q9Y4D1","ENSG00000100592",23002,NA
"RPL10","P27635","ENSG00000147403",6134,NA
"RPL35A","P18077","ENSG00000182899",6165,NA
"NCBP2","P52298","ENSG00000114503",22916,NA
"PCBP2","Q15366","ENSG00000197111",5094,NA
"HNRNPM","P52272","ENSG00000099783",4670,NA
"RPL10A","P62906","ENSG00000198755",4736,NA
"LRPPRC","P42704","ENSG00000138095",10128,NA
"HNRNPC","P07910","ENSG00000092199",3183,NA
"DAZAP1","Q96EP5","ENSG00000071626",26528,NA
"UBR5","O95071","ENSG00000104517",51366,NA
"PABPC5","Q96DU9","ENSG00000174740",140886,NA
"RPLP0","P05388","ENSG00000089157",6175,NA
"RPL3","P39023","ENSG00000100316",6122,NA
"RPL28","P46779","ENSG00000108107",6158,NA
"RPLP1","P05386","ENSG00000137818",6176,NA
"RPL34","P49207","ENSG00000109475",6164,NA
"RPLP2","P05387","ENSG00000177600",6181,NA
"HNRNPUL1","Q9BUJ2","ENSG00000105323",11100,NA
